"RecordID","WatershedID","City","State","Location","Date","Watershed.Years","ShortLU","LandUse","Tillage","CP1","CP2","CP3","DST","ShortST","D.SoilType","H.SoilGroup","MinSoilP","MaxSoilP","SoilP.Extractant","MinSlope","MaxSlope","MinSize","MaxSize","FertilizerForm1","F.AppMethod1","FertilizerForm2","F.AppMethod2","Max.N.Applied","Min.N.Applied","Avg.N.Applied","Max.P.Applied","Min.P.Applied","Avg.P.Applied","Max.rain","Min.rain","Avg.rain","Max.Runoff","Min.Runoff","Avg.Runoff","Max.SoilL","Min.SoilL","Avg.SoilL","MaxDN","MinDN","AvgDN","DN.Form","MaxPN","MinPN","AvgPN","PN.Form","MaxTNLoad","MinTNLoad","AvgTNLoad","TN.Form","MaxDP","MinDP","AvgDP","DP.Form","MaxPP","MinPP","AvgPP","PP.Form","MaxTPLoad","MinTPLoad","AvgTPLoad","FormTP","FlowIndicator","Comments","Reference","Ref","CPs"
162,"Switchgrass (3 Plots)","Story County, IA","IA","42,"May 1997 - November 1998",6,"Rotation","Corn, Soybean Rotation","Conservation","Filter Strip",NA,NA,"Loamy","Loam","Loam- Clarion","B",NA,NA,NA,8,8,0.012,0.012,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,NA,872,738,805,NA,NA,3,NA,NA,32,NA,NA,0.02,"NO3-N",NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,0.01,"PO4-P",NA,NA,NA,NA,NA,NA,0.03,NA,"Surface Runoff",NA,"Lee, K.H., T.M. Isenhart, and R.C. Schultz. 2003. Sediment and Nutrient Removal in an Established Multi-Species Riparian Buffer. J. Soil Water Conserv. 58(1): 1-8.",22,1
73,"118- Meadow Yrs. Traditional","Coshocton, OH","OH",NA,"1945 - 1956",12,"Rotation","Corn, Wheat, Meadow, Meadow (4 yr. Rotation)","Conventional",NA,NA,NA,"Loamy","Silt Loam","Silt Loam","B",NA,NA,NA,NA,NA,0.6,0.6,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff","Manure N,P not included in N, P available","Weidner, R.B., A.G. Christianson, S.R. Weibel, and G.G. Robeck. 1969. Rural Runoff as a Factor in Stream Pollution. J. Water Poll. Contr. Fed. 41(3): 377-384.",50,0
72,"113- Corn Yrs. Improved","Coshocton, OH","OH",NA,"1945 - 1956",12,"Rotation","Corn, Wheat, Meadow, Meadow (4 yr. Rotation)","Conventional","Contour Farming",NA,NA,"Loamy","Silt Loam","Silt Loam","B",NA,NA,NA,NA,NA,0.6,0.6,"5-20-20","Incorporated","Manure (8900 kg/ha)","Incorporated",NA,NA,20,NA,NA,81,NA,NA,NA,NA,NA,61,NA,NA,4101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.6,NA,NA,NA,9.4,"PO4-P",NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff","Manure N,P not included in N, P available","Weidner, R.B., A.G. Christianson, S.R. Weibel, and G.G. Robeck. 1969. Rural Runoff as a Factor in Stream Pollution. J. Water Poll. Contr. Fed. 41(3): 377-384.",50,1
75,"118- Wheat Yrs. Traditional","Coshocton, OH","OH",NA,"1945 - 1956",12,"Rotation","Corn, Wheat, Meadow, Meadow (4 yr. Rotation)","Conventional",NA,NA,NA,"Loamy","Silt Loam","Silt Loam","B",NA,NA,NA,NA,NA,0.6,0.6,"5-20-20","Incorporated","Manure (8900 kg/ha)","Incorporated",NA,NA,6,NA,NA,22,NA,NA,NA,NA,NA,64,NA,NA,1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7,NA,NA,NA,4,"PO4-P",NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff","Manure N,P not included in N, P available","Weidner, R.B., A.G. Christianson, S.R. Weibel, and G.G. Robeck. 1969. Rural Runoff as a Factor in Stream Pollution. J. Water Poll. Contr. Fed. 41(3): 377-384.",50,0
76,"113- Meadow Yrs. Improved","Coshocton, OH","OH",NA,"1945 - 1956",12,"Rotation","Corn, Wheat, Meadow, Meadow (4 yr. Rotation)","Conventional","Contour Farming",NA,NA,"Loamy","Silt Loam","Silt Loam","B",NA,NA,NA,NA,NA,0.6,0.6,"0-20-20","Surface Applied",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,21,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff","Manure N,P not included in N, P available","Weidner, R.B., A.G. Christianson, S.R. Weibel, and G.G. Robeck. 1969. Rural Runoff as a Factor in Stream Pollution. J. Water Poll. Contr. Fed. 41(3): 377-384.",50,1
74,"113- Wheat Yrs. Improved","Coshocton, OH","OH",NA,"1945 - 1956",12,"Rotation","Corn, Wheat, Meadow, Meadow (4 yr. Rotation)","Conventional","Contour Farming",NA,NA,"Loamy","Silt Loam","Silt Loam","B",NA,NA,NA,NA,NA,0.6,0.6,"5-20-20","Incorporated","Manure (8900 kg/ha)","Incorporated",NA,NA,10,NA,NA,40,NA,NA,NA,NA,NA,43,NA,NA,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,1.2,"PO4-P",NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff","Manure N,P not included in N, P available","Weidner, R.B., A.G. Christianson, S.R. Weibel, and G.G. Robeck. 1969. Rural Runoff as a Factor in Stream Pollution. J. Water Poll. Contr. Fed. 41(3): 377-384.",50,1
71,"118- Corn Yrs. Traditional","Coshocton, OH","OH",NA,"1945 - 1956",12,"Rotation","Corn, Wheat, Meadow, Meadow (4 yr. Rotation)","Conventional",NA,NA,NA,"Loamy","Silt Loam","Silt Loam","B",NA,NA,NA,NA,NA,0.6,0.6,"5-20-20","Incorporated","Manure (8900 kg/ha)","Incorporated",NA,NA,8,NA,NA,34,NA,NA,NA,NA,NA,131,NA,NA,14792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.6,NA,NA,NA,31,"PO4-P",NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff","Manure N,P not included in N, P available","Weidner, R.B., A.G. Christianson, S.R. Weibel, and G.G. Robeck. 1969. Rural Runoff as a Factor in Stream Pollution. J. Water Poll. Contr. Fed. 41(3): 377-384.",50,0
81,"WS1","Waynesville, NC","NC",NA,"Summer 1968 - Spring 1972",4,"Rotation","Corn, Wheat, Pasture, Heavily Grazed Pasture (4 yr. Rotation)","Conventional",NA,NA,NA,"Loamy","Loam","Loam- Porters, Watauga","B",NA,NA,NA,35,40,1.88,1.88,"NH4NO3","Other2","0-32-16",NA,NA,NA,28,48,0,12,1198,1043,1091,246,123,198,NA,NA,NA,NA,NA,2.68,"NO3+NH4-N",NA,NA,0.76,"Organic N",NA,NA,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.12,0.15,NA,"Surface Runoff & Baseflow",NA,"Kilmer, V.J., J.W. Gilliam, J.F. Lutz, R.T. Joyce, and C.D. Eklund. 1974. Nutrient Losses from Fertilized Grassed Watersheds in Western North Carolina. J. Environ. Qual. 3(3): 214-219.",19,0
82,"WS2","Waynesville, NC","NC",NA,"Summer 1968 - Spring 1972",4,"Rotation","Corn, Wheat, Pasture, Heavily Grazed Pasture (4 yr. Rotation)","Conventional",NA,NA,NA,"Loamy","Loam","Loam- Porters, Watauga, Halewood, Fannin","B",NA,NA,NA,35,40,1.48,1.48,"NH4NO3","Other2","0-32-16",NA,NA,NA,112,96,0,48,1198,1043,1091,318,199,261,NA,NA,NA,NA,NA,11.11,"NO3+NH4-N",NA,NA,1.26,"Organic N",NA,NA,12.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.11,0.27,NA,"Surface Runoff & Baseflow",NA,"Kilmer, V.J., J.W. Gilliam, J.F. Lutz, R.T. Joyce, and C.D. Eklund. 1974. Nutrient Losses from Fertilized Grassed Watersheds in Western North Carolina. J. Environ. Qual. 3(3): 214-219.",19,0
56,"W12","Riesel, TX","TX",NA,"1984 - 1989",6,"Rotation","Corn, Wheat, Sorghum (3 yr. Rotation)","Conventional","Waterway","Terrace","Contour Farming","Clayey","Clay","Clay- Houston Black","B",NA,NA,NA,2,2,4,4,"10-15-0","Surface Applied","24-3-0","Surface Applied",NA,NA,128,14,13,14,1036,760,952,NA,NA,100,NA,NA,1350,NA,NA,1.6,NA,NA,NA,2,NA,NA,NA,3.6,NA,NA,NA,0.3,NA,NA,NA,0.6,NA,NA,NA,0.9,NA,"Surface Runoff",NA,"Chichester, F.W., and C. W. Richardson. 1992. Sediment and Nutrient Loss from Clay Soils as Affected by Tillage. J. Environ. Qual. 21(4): 587-590.",8,3
55,"Y13","Riesel, TX","TX",NA,"1984 - 1989",6,"Rotation","Corn, Wheat, Sorghum (3 yr. Rotation)","Conventional","Waterway","Terrace","Contour Farming","Clayey","Clay","Clay- Houston Black","B",NA,NA,NA,2.3,2.3,4.6,4.6,"10-15-0","Surface Applied","24-3-0","Surface Applied",NA,NA,130,14,12,14,1036,760,952,NA,NA,160,NA,NA,1035,NA,NA,10.4,NA,NA,NA,1.7,NA,NA,NA,12.1,NA,NA,NA,1.2,NA,NA,NA,0.5,NA,NA,NA,1.7,NA,"Surface Runoff",NA,"Chichester, F.W., and C. W. Richardson. 1992. Sediment and Nutrient Loss from Clay Soils as Affected by Tillage. J. Environ. Qual. 21(4): 587-590.",8,3
54,"Y10","Riesel, TX","TX",NA,"1984 - 1989",6,"Rotation","Corn, Wheat, Sorghum (3 yr. Rotation)","No Till","Waterway","Terrace","Contour Farming","Clayey","Clay","Clay- Houston Black","B",NA,NA,NA,1.9,1.9,7.5,7.5,"10-15-0","Surface Applied","24-3-0","Surface Applied",NA,NA,132,14,10,13,1036,760,952,NA,NA,150,NA,NA,111,NA,NA,5.9,NA,NA,NA,0.3,NA,NA,NA,6.2,NA,NA,NA,1,NA,NA,NA,0.1,NA,NA,NA,1.1,NA,"Surface Runoff",NA,"Chichester, F.W., and C. W. Richardson. 1992. Sediment and Nutrient Loss from Clay Soils as Affected by Tillage. J. Environ. Qual. 21(4): 587-590.",8,3
52,"Y6","Riesel, TX","TX",NA,"1984 - 1989",6,"Rotation","Corn, Wheat, Sorghum (3 yr. Rotation)","No Till","Waterway","Terrace","Contour Farming","Clayey","Clay","Clay- Houston Black","B",NA,NA,NA,3.2,3.2,6.6,6.6,"10-15-0","Surface Applied","24-3-0","Surface Applied",NA,NA,129,14,12,14,1036,760,952,NA,NA,130,NA,NA,143,NA,NA,2.5,NA,NA,NA,0.2,NA,NA,NA,2.7,NA,NA,NA,0.7,NA,NA,NA,0.1,NA,NA,NA,0.8,NA,"Surface Runoff",NA,"Chichester, F.W., and C. W. Richardson. 1992. Sediment and Nutrient Loss from Clay Soils as Affected by Tillage. J. Environ. Qual. 21(4): 587-590.",8,3
53,"Y8","Riesel, TX","TX",NA,"1984 - 1989",6,"Rotation","Corn, Wheat, Sorghum (3 yr. Rotation)","No Till","Waterway","Terrace","Contour Farming","Clayey","Clay","Clay- Houston Black","B",NA,NA,NA,2.2,2.2,8.4,8.4,"10-15-0","Surface Applied","24-3-0","Surface Applied",NA,NA,128,14,13,14,1036,760,952,NA,NA,120,NA,NA,236,NA,NA,1.9,NA,NA,NA,0.5,NA,NA,NA,2.4,NA,NA,NA,0.6,NA,NA,NA,0.1,NA,NA,NA,0.7,NA,"Surface Runoff",NA,"Chichester, F.W., and C. W. Richardson. 1992. Sediment and Nutrient Loss from Clay Soils as Affected by Tillage. J. Environ. Qual. 21(4): 587-590.",8,3
51,"W13","Riesel, TX","TX",NA,"1984 - 1989",6,"Rotation","Corn, Wheat, Sorghum (3 yr. Rotation)","Conventional","Waterway","Terrace","Contour Farming","Clayey","Clay","Clay- Houston Black","B",NA,NA,NA,1.1,1.1,4.6,4.6,"10-15-0","Surface Applied","24-3-0","Surface Applied",NA,NA,128,14,12,14,1036,760,952,NA,NA,130,NA,NA,2491,NA,NA,5.5,NA,NA,NA,3.1,NA,NA,NA,8.6,NA,NA,NA,0.5,NA,NA,NA,1.4,NA,NA,NA,1.9,NA,"Surface Runoff",NA,"Chichester, F.W., and C. W. Richardson. 1992. Sediment and Nutrient Loss from Clay Soils as Affected by Tillage. J. Environ. Qual. 21(4): 587-590.",8,3
273,"Gilbert Farm (conventional tillage)","Northeast Alabama","AL",NA,"1984-1986",3,"Cotton","Cotton","Conventional",NA,NA,NA,"Clayey","Silty Clay","Silty Clay- Decatur","B",NA,NA,NA,1,6,3.8,3.8,"Liquid","Incorporated",NA,NA,NA,NA,67,49,29,35.7,1330,1120,1240,305,86,182,4274,1909,2979,NA,NA,3.9,"NO3-N + NH4-N",NA,NA,NA,NA,NA,NA,4.95,"TKN",1.2,0.36,0.75,"Solution P",0.47,0.09,0.24,NA,1.67,0.52,0.99,NA,"Surface Runoff",NA,"Soileau, J.M., J.T. Touchton, B.F. Hajek, and K.H. Yoo. 1994. Sediment, nitorgen, and phosphorus runoff with conventional- and conservation-tillage cotton in a small watershed. J. Soil Water Conserv. 49(1):82-89.",40,0
130,"LITT (3 Fields)","Keiser, AR","AR","35,"May 1996 - April 1998",6,"Cotton","Cotton","Conventional",NA,NA,NA,"Clayey","Silty Clay","Silty Clay- Sharkey","D",NA,NA,NA,0.2,0.2,0.6,0.6,"Poultry Litter","Incorporated",NA,NA,NA,NA,240,131,83,112,294,130,227,157,33,98,NA,NA,1333,NA,NA,2.47,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,4.47,"TKN",NA,NA,0.43,"PO4-P",NA,NA,NA,NA,NA,NA,3,NA,"Surface Runoff","Author's Note: Occasional data loss due to stage sensor or automatic sampler failure. Rainfall and runoff totals given represents only sampling events, not annual values.","Vories, E.D., T.A. Costello, and R.E. Glover. 2001. Runoff form Cotton Fields Fertilized with Poultry Litter. Transactions of the ASAE 44(6): 1495-1502.",49,0
129,"CONV (3 Fields)","Keiser, AR","AR","35,"May 1996 - April 1998",6,"Cotton","Cotton","Conventional",NA,NA,NA,"Clayey","Silty Clay","Silty Clay- Sharkey","D",NA,NA,NA,0.2,0.2,0.6,0.6,"UAN","Injected",NA,NA,NA,NA,140,0,0,0,294,130,227,166,40,110,NA,NA,1960,NA,NA,3.13,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,4.93,"TKN",NA,NA,0.1,"PO4-P",NA,NA,NA,NA,NA,NA,3.1,NA,"Surface Runoff","Author's Note: Occasional data loss due to stage sensor or automatic sampler failure. Rainfall and runoff totals given represents only sampling events, not annual values.","Vories, E.D., T.A. Costello, and R.E. Glover. 2001. Runoff form Cotton Fields Fertilized with Poultry Litter. Transactions of the ASAE 44(6): 1495-1502.",49,0
90,"C1","Chickasha, OK","OK",NA,"July 1972 - June 1973",1,"Cotton","Cotton (Dryland)","Conventional",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Reinach, McLain","B, C",NA,NA,NA,0,0.5,7.2,7.2,NA,"Other2",NA,NA,NA,NA,0,NA,NA,0,NA,NA,1000,NA,NA,180,NA,NA,3500,NA,NA,1.67,"NO3+NO2+NH4-N",NA,NA,6.21,"TKN",NA,NA,7.88,NA,NA,NA,0.68,"SRP",NA,NA,NA,NA,NA,NA,5.01,NA,"Surface Runoff","Estimated precipitation, runoff, and soil loss off figures.","Olness, A., S.J. Smith, E.D. Rhoades, and R.G. Menzel. 1975. Nutrient and Sediment Discharge from Agricultural Watersheds in Oklahoma. J. Environ. Qual. 4(3): 331-336.",29,0
91,"C3, C4 (Two Watersheds)","Chickasha, OK","OK",NA,"July 1972 - June 1973",2,"Cotton","Cotton (Irrigated)","Conventional",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Reinach, McLain","B, C",NA,NA,NA,0,0.5,12.1,17.9,"12-24-12","Injected",NA,NA,NA,NA,83,73,63,68,980,960,970,250,250,250,9000,7500,8250,NA,NA,4.18,"NO3+NO2+NH4-N",NA,NA,9.13,"TKN",NA,NA,13.31,NA,NA,NA,1.65,"SRP",NA,NA,NA,NA,NA,NA,11.15,NA,"Surface Runoff","Estimated precipitation, runoff, and soil loss off figures.","Olness, A., S.J. Smith, E.D. Rhoades, and R.G. Menzel. 1975. Nutrient and Sediment Discharge from Agricultural Watersheds in Oklahoma. J. Environ. Qual. 4(3): 331-336.",29,0
50,"C3, C4 (Two Watersheds)","Chickasha, OK","OK",NA,"July 1972 - June 1976",8,"Cotton","Cotton (Irrigated)","Conventional",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Reinach, McLain","B, C",32,42,"Water",0.1,0.1,12.1,17.9,NA,"Other2",NA,NA,NA,NA,33,45,23,31,NA,NA,810,NA,NA,105,NA,NA,3900,NA,NA,1.9,NA,NA,NA,9.7,NA,NA,NA,11.6,NA,NA,NA,1.1,NA,NA,NA,5.6,NA,NA,NA,6.7,NA,"Surface Runoff",NA,"Menzel, R.G., E.D. Rhoades, A.E. Olness, and S.J. Smith. 1978. Variablility of Annual Nutrient and Sediment Discharges in Runoff from Oklahoma Cropland and Rangeland. J. Environ. Qual. 7(3): 401-406.",26,0
274,"Gilbert Farm (conservation tillage)","Northeast Alabama","AL",NA,"1987-1989",3,"Cotton","Cotton (with winter cover)","Conservation",NA,NA,NA,"Clayey","Silty Clay","Silty Clay- Decatur","B",NA,NA,NA,1,6,3.8,3.8,"Liquid","Surface Applied",NA,NA,NA,NA,78,25,25,25,1610,1080,1280,432,162,273,1671,907,1311,NA,NA,5.58,"NO3-N + NH4-N",NA,NA,NA,NA,NA,NA,6.39,"TKN",3.47,1.22,2.62,"Solution P",0.52,0.15,0.3,NA,3.99,1.37,2.92,NA,"Surface Runoff",NA,"Soileau, J.M., J.T. Touchton, B.F. Hajek, and K.H. Yoo. 1994. Sediment, nitorgen, and phosphorus runoff with conventional- and conservation-tillage cotton in a small watershed. J. Soil Water Conserv. 49(1):82-89.",40,0
10,"Y10","Riesel, TX","TX",NA,"1976 - 1982",7,"Rotation","Cotton, Oat, Sorghum (3 yr. Rotation)","Conventional",NA,NA,NA,"Clayey","Clay","Clay- Houston Black","B",20,20,"Mehlich 3",2,2,7,7,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,144,NA,NA,4015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,0.04,2.5,NA,"Surface Runoff",NA,"Sharpley, A. 1995. Identifying Sites Vulnerable to Phosphorus Loss in Agricultural Runoff. J. Environ. Qual. 24: 947-951.",34,0
11,"Y8","Riesel, TX","TX",NA,"1976 - 1982",7,"Rotation","Cotton, Oat, Sorghum (3 yr. Rotation)","Conventional",NA,NA,NA,"Clayey","Clay","Clay- Houston Black","B",18,18,"Mehlich 3",2,2,7.8,7.8,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,96,NA,NA,1363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0.28,0.88,NA,"Surface Runoff",NA,"Sharpley, A. 1995. Identifying Sites Vulnerable to Phosphorus Loss in Agricultural Runoff. J. Environ. Qual. 24: 947-951.",34,0
12,"Y6","Riesel, TX","TX",NA,"1976 - 1982",7,"Rotation","Cotton, Oat, Sorghum (3 yr. Rotation)","Conventional",NA,NA,NA,"Clayey","Clay","Clay- Houston Black","B",22,22,"Mehlich 3",3,3,6.1,6.1,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,83,NA,NA,2083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.08,1.1,NA,"Surface Runoff",NA,"Sharpley, A. 1995. Identifying Sites Vulnerable to Phosphorus Loss in Agricultural Runoff. J. Environ. Qual. 24: 947-951.",34,0
144,"Fallow","Bushland, TX","TX",NA,"1978 - 1983",6,"Fallow","Fallow","Conservation","Contour Farming","Terrace",NA,"Clayey","Clay","Clay Loam- Pullman","D",NA,NA,NA,1.5,1.5,2.1,3.3,NA,"Other2",NA,NA,NA,NA,0,0,0,0,653,353,469,154,5,47,6460,100,1762,NA,NA,0.5,"NO3-N",NA,NA,NA,NA,NA,NA,2.68,"TKN",NA,NA,NA,NA,NA,NA,NA,NA,4.2,0.1,1.08,NA,"Surface Runoff",NA,"Jones, O.R., H.V. Eck, S.J. Smith, G.A. Coleman, and V.L. Hauser. 1985. Runoff, Soil, and Nutrient Losses from Rangeland and Dry-Farmed Cropland in the Southern High Plains. J. Soil Water Conserv. 40(1): 161-164.",18,2
40,"Cultivated Watersheds (6 fields)","Riesel, TX","TX",NA,"August 2000 - July 2001",6,"Fallow","Fallow (Cultivated)","Conservation","Waterway","Terrace","Contour Farming","Clayey","Clay","Clay- Houston Black","B",15.2,22,"Mehlich 3",1.1,3.2,4,8.4,NA,"Other2",NA,NA,NA,NA,0,0,0,0,985,985,985,309,132,215,2730,337,1271,NA,NA,1,"NO3+NO2+NH4-N",NA,NA,2,"TKN",NA,NA,3,NA,1.2,0.3,0.65,"PO4-P",0.6,0.2,0.3,"TKP",1.7,0.4,0.9,NA,"Surface Runoff",NA,"Harmel, R.D., H.A. Torbert, B.E. Haggard, R. Haney, and M. Dozier. 2004. Water Quality Impacts of Converting to a Poultry Litter Fertilization Strategy. J. Environ. Qual. 33:2229-2242.",14,3
111,"Fallow","Morris, MN","MN",NA,"1966 - 1971",18,"Fallow","Fallow, Continuous Clean Cultivated","Conventional",NA,NA,NA,"Loamy","Loam","Loam- Barnes","B",NA,NA,NA,6,6,0.009,0.009,NA,"Other2",NA,NA,NA,NA,0,0,0,0,NA,NA,572,NA,NA,140,NA,NA,13450,NA,NA,3.43,NA,NA,NA,146.85,NA,NA,NA,150.28,NA,NA,NA,0.19,NA,NA,NA,33.15,NA,NA,NA,33.34,NA,"Surface Runoff",NA,"Burwell, R.E., D.R. Timmons, and R.F. Holt. 1975. Nutrient Transport in Surface Runoff as Influenced by Soil Cover and Seasonal Periods. Soil Sci. Soc. Amer. Proc. 39: 523-528.",5,0
85,"W12","Riesel, TX","TX",NA,"February 1970 - November 1974",5,"Rotation","Grain, Sorghum, Cotton, Oat (4 yr. Rotation)","Conventional","Waterway","Terrace","Contour Farming","Clayey","Clay","Clay- Houston Black","B",NA,NA,NA,2,2,4,4,NA,"Incorporated",NA,NA,NA,NA,70,NA,NA,NA,NA,NA,452,NA,NA,128,18570,60,4420,NA,NA,3.62,"NO3-N",NA,NA,5.22,NA,NA,NA,8.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff",NA,"Kissel, D.E., C.W. Richardson, and E. Burnett. 1976. Losses of Nitrogen in Surface Runoff in the Blackland Prairie of Texas. J. Environ. Qual. 5(3): 288-293.",20,3
84,"W13","Riesel, TX","TX",NA,"February 1970 - November 1974",5,"Rotation","Grain, Sorghum, Cotton, Oat (4 yr. Rotation)","Conventional","Waterway","Terrace","Contour Farming","Clayey","Clay","Clay- Houston Black","B",NA,NA,NA,1.1,1.1,4.6,4.6,NA,"Incorporated",NA,NA,NA,NA,70,NA,NA,NA,NA,NA,452,NA,NA,140,16390,0,3768,NA,NA,3.12,"NO3-N",NA,NA,4.88,NA,NA,NA,7.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff",NA,"Kissel, D.E., C.W. Richardson, and E. Burnett. 1976. Losses of Nitrogen in Surface Runoff in the Blackland Prairie of Texas. J. Environ. Qual. 5(3): 288-293.",20,3
60,"BG","Ontario, Canada","Ontario",NA,"1989 - 1991",6,"Pasture","Kentucky Bluegrass (Tile Drains)","Pasture",NA,NA,NA,"Loamy","Clay Loam","Clay Loam- Brookston","B, D",NA,NA,NA,NA,NA,0.1,0.1,"8-32-16","Surface Applied","NH4NO3","Surface Applied",NA,NA,190,NA,NA,42,872,561,714,17,1,7,NA,NA,NA,NA,NA,0.16,"NO3+NH4-N (See Comments)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff & Drainage","On average, 2 kg/ha/yr NO3-N lost in drainage.","Drury, C.F., D.J. McKenney, W.I. Findlay, and J.D. Gaynor. 1993. Influence of Tillage on Nitrate Loss in Surface Runoff and Tile Drainage. Soil Sci. Soc. Am. J.  57: 797-802.",9,0
127,"SG (WS 102,104,135) (3 Watersheds)","Coshocton, OH","OH",NA,"1979 - 1989 (10 yrs.)",30,"Pasture","Kentucky Bluegrass, Orchardgrass (Rotationally Grazed)","Pasture",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Berks, Dekalb, Rayne","B",12.5,12.5,"Bray & Kurtz P-1",12,25,NA,NA,"NH4NO3","Surface Applied","P",NA,NA,NA,168,NA,NA,NA,NA,NA,1065,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,"Surface Runoff & Subsurface Flow",NA,"Owens, L.B., R.W. Van Keuren, and W.M. Edwards. 2003. Non-Nitrogen Nutrient Inputs and Outputs for Fertilized Pastures in Silt Loam Soils in Four Small Ohio Watersheds. Agriculture, Ecosystems and Environ. 97: 117-130.",31,0
125,"SG (WS 102,104,135) (3 Watersheds)","Coshocton, OH","OH",NA,"1974 - 1979 (5 yrs.)",15,"Pasture","Kentucky Bluegrass, Orchardgrass (Rotationally Grazed)","Pasture",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Berks, Dekalb, Rayne","B",12.5,12.5,"Bray & Kurtz P-1",12,25,NA,NA,"NH4NO3","Surface Applied","P",NA,NA,NA,56,NA,NA,NA,NA,NA,1121,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,"Surface Runoff & Subsurface Flow",NA,"Owens, L.B., R.W. Van Keuren, and W.M. Edwards. 2003. Non-Nitrogen Nutrient Inputs and Outputs for Fertilized Pastures in Silt Loam Soils in Four Small Ohio Watersheds. Agriculture, Ecosystems and Environ. 97: 117-130.",31,0
250,"135","Coshocton, OH","OH",NA,"May 1974 - April 1988",14,"Pasture","Kentucky Bluegrass, Orchardgrass (Summer Grazing)","Pasture",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Berks, Dekalb, Rayne","B",25,90,"modified Bray, Kurtz P-1",12,25,1.1,1.1,NA,"Other2",NA,NA,NA,NA,NA,160,0,14,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,"Total Dissolved Reactive P",NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff & Subsurface Flow","Subsurface flow contributed an additional average annual subsurface total dissolved reactive P load of 0.095 kg/ha from 1978-1988. Soil test P was estimated from figures.","Owens, L.B., and M.J. Shipitalo. 2006. Surface and Subsurface Phosphorus Losses From Fertilized Pasture Systems in Ohio. J. Environ. Qual. 35:1101-1109.",30,0
